sample_id,scenario_id,source_video_id,split,clip_type,corruption_type,severity_level,severity_name,severity_value,is_clean,gshi,weather,time_of_day,scene_type,traffic_level,fps,resolution,num_frames,output_path,extra_json,gshi_gt,gshi_pred,pred_top1_issue,pred_top1_prob,pred_presence_json,pred_severity_json,pred_present_thresh_json
S03_sensor_noise_s5,S03,video_013,dev,corrupted,sensor_noise,5,s5,0.75,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/sensor_noise/s5/S03_sensor_noise_s5.mp4,"{""severity"":0.75,""sigma_r"":0.01457658090441458,""sigma_s"":0.0647593514664503,""per_channel"":true}",0.291891,0.609344,compression,0.999973,"{""haze_fog"":0.426553,""rain"":1.8e-05,""snow"":0.008984,""low_light"":0.911792,""motion_blur"":0.0,""defocus_blur"":0.000926,""glare_flare"":0.000666,""vignetting"":0.01019,""sensor_noise"":0.367497,""exposure_shift"":0.777817,""compression"":0.999973,""lens_occlusion"":0.003699}","{""haze_fog"":0.040662,""rain"":0.097171,""snow"":0.09493,""low_light"":0.148663,""motion_blur"":0.000272,""defocus_blur"":0.004266,""glare_flare"":0.052068,""vignetting"":0.091648,""sensor_noise"":0.079708,""exposure_shift"":0.174838,""compression"":0.00629,""lens_occlusion"":0.041906}","[{""issue"":""compression"",""prob"":0.999973},{""issue"":""low_light"",""prob"":0.911792},{""issue"":""exposure_shift"",""prob"":0.777817},{""issue"":""haze_fog"",""prob"":0.426553},{""issue"":""sensor_noise"",""prob"":0.367497}]"
S03_low_light_s1,S03,video_013,dev,corrupted,low_light,1,s1,0.08,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/low_light/s1/S03_low_light_s1.mp4,"{""severity"":0.08,""gamma"":1.5609418056717608,""sigma_r"":0.003707080852802352,""sigma_s"":0.014034096523386922,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.02,""per_channel"":true}",0.911980,0.588689,compression,0.999456,"{""haze_fog"":0.113619,""rain"":8e-06,""snow"":4.5e-05,""low_light"":0.147733,""motion_blur"":0.0,""defocus_blur"":0.008397,""glare_flare"":0.004256,""vignetting"":0.385724,""sensor_noise"":0.0,""exposure_shift"":0.70877,""compression"":0.999456,""lens_occlusion"":0.007004}","{""haze_fog"":0.046303,""rain"":0.072846,""snow"":0.030229,""low_light"":0.095355,""motion_blur"":0.006154,""defocus_blur"":0.015199,""glare_flare"":0.064036,""vignetting"":0.128243,""sensor_noise"":0.000576,""exposure_shift"":0.102783,""compression"":0.055352,""lens_occlusion"":0.099079}","[{""issue"":""compression"",""prob"":0.999456},{""issue"":""exposure_shift"",""prob"":0.70877},{""issue"":""vignetting"",""prob"":0.385724}]"
S03_low_light_s2,S03,video_013,dev,corrupted,low_light,2,s2,0.18,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/low_light/s2/S03_low_light_s2.mp4,"{""severity"":0.18,""gamma"":1.653702700490752,""sigma_r"":0.007537459971502943,""sigma_s"":0.028092633320225484,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.045,""per_channel"":true}",0.803090,0.725142,compression,0.999720,"{""haze_fog"":0.089758,""rain"":3e-06,""snow"":0.000282,""low_light"":0.656828,""motion_blur"":0.0,""defocus_blur"":0.004421,""glare_flare"":0.000154,""vignetting"":0.381808,""sensor_noise"":4.5e-05,""exposure_shift"":0.74299,""compression"":0.99972,""lens_occlusion"":0.006258}","{""haze_fog"":0.027967,""rain"":0.074558,""snow"":0.036011,""low_light"":0.172251,""motion_blur"":0.002654,""defocus_blur"":0.010575,""glare_flare"":0.024159,""vignetting"":0.136441,""sensor_noise"":0.005033,""exposure_shift"":0.115967,""compression"":0.032641,""lens_occlusion"":0.062577}","[{""issue"":""compression"",""prob"":0.99972},{""issue"":""exposure_shift"",""prob"":0.74299},{""issue"":""low_light"",""prob"":0.656828},{""issue"":""vignetting"",""prob"":0.381808}]"
S03_low_light_s3,S03,video_013,dev,corrupted,low_light,3,s3,0.35,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/low_light/s3/S03_low_light_s3.mp4,"{""severity"":0.35,""gamma"":2.0238975323130415,""sigma_r"":0.01375820185943662,""sigma_s"":0.06999777803749084,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.0875,""per_channel"":true}",0.621254,0.608114,compression,0.999895,"{""haze_fog"":0.04143,""rain"":7e-06,""snow"":0.00137,""low_light"":0.999865,""motion_blur"":0.0,""defocus_blur"":0.006248,""glare_flare"":9.2e-05,""vignetting"":0.166319,""sensor_noise"":0.085334,""exposure_shift"":0.755213,""compression"":0.999895,""lens_occlusion"":0.006011}","{""haze_fog"":0.025269,""rain"":0.083981,""snow"":0.05638,""low_light"":0.292966,""motion_blur"":0.001331,""defocus_blur"":0.014936,""glare_flare"":0.024956,""vignetting"":0.172933,""sensor_noise"":0.031045,""exposure_shift"":0.139254,""compression"":0.028764,""lens_occlusion"":0.060201}","[{""issue"":""compression"",""prob"":0.999895},{""issue"":""low_light"",""prob"":0.999865},{""issue"":""exposure_shift"",""prob"":0.755213}]"
S03_low_light_s4,S03,video_013,dev,corrupted,low_light,4,s4,0.55,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/low_light/s4/S03_low_light_s4.mp4,"{""severity"":0.55,""gamma"":2.461830381667595,""sigma_r"":0.02729089707011051,""sigma_s"":0.13155343714169448,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.1375,""per_channel"":true}",0.413809,0.320229,low_light,0.999987,"{""haze_fog"":0.006446,""rain"":3.5e-05,""snow"":0.006126,""low_light"":0.999987,""motion_blur"":0.0,""defocus_blur"":0.017981,""glare_flare"":0.002722,""vignetting"":0.041894,""sensor_noise"":0.050316,""exposure_shift"":0.774742,""compression"":0.999801,""lens_occlusion"":0.00953}","{""haze_fog"":0.039646,""rain"":0.11386,""snow"":0.082156,""low_light"":0.410207,""motion_blur"":0.006917,""defocus_blur"":0.035134,""glare_flare"":0.063328,""vignetting"":0.229406,""sensor_noise"":0.0514,""exposure_shift"":0.198877,""compression"":0.064579,""lens_occlusion"":0.098784}","[{""issue"":""low_light"",""prob"":0.999987},{""issue"":""compression"",""prob"":0.999801},{""issue"":""exposure_shift"",""prob"":0.774742}]"
S03_low_light_s5,S03,video_013,dev,corrupted,low_light,5,s5,0.75,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/low_light/s5/S03_low_light_s5.mp4,"{""severity"":0.75,""gamma"":2.796589127577267,""sigma_r"":0.03710262774630076,""sigma_s"":0.20371240848039623,""amp_r"":2.0,""amp_s"":3.0,""desat"":0.1875,""per_channel"":true}",0.216134,0.160100,low_light,0.999977,"{""haze_fog"":0.000836,""rain"":0.000143,""snow"":0.004113,""low_light"":0.999977,""motion_blur"":0.0,""defocus_blur"":0.038542,""glare_flare"":0.019845,""vignetting"":0.016569,""sensor_noise"":0.006975,""exposure_shift"":0.575597,""compression"":0.999941,""lens_occlusion"":0.013149}","{""haze_fog"":0.059595,""rain"":0.148979,""snow"":0.098308,""low_light"":0.534961,""motion_blur"":0.028286,""defocus_blur"":0.06679,""glare_flare"":0.109716,""vignetting"":0.222658,""sensor_noise"":0.040265,""exposure_shift"":0.19366,""compression"":0.140008,""lens_occlusion"":0.141101}","[{""issue"":""low_light"",""prob"":0.999977},{""issue"":""compression"",""prob"":0.999941},{""issue"":""exposure_shift"",""prob"":0.575597}]"
S03_overexposure_s1,S03,video_013,dev,corrupted,overexposure,1,s1,0.08,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/overexposure/s1/S03_overexposure_s1.mp4,"{""severity"":0.08,""delta_ev"":0.16,""scale"":1.11728713807222}",0.934886,0.614316,compression,0.999890,"{""haze_fog"":0.234895,""rain"":1.9e-05,""snow"":9.4e-05,""low_light"":7e-06,""motion_blur"":0.0,""defocus_blur"":0.004556,""glare_flare"":0.004816,""vignetting"":0.0144,""sensor_noise"":0.0,""exposure_shift"":0.719504,""compression"":0.99989,""lens_occlusion"":0.003447}","{""haze_fog"":0.076844,""rain"":0.096012,""snow"":0.039251,""low_light"":0.042481,""motion_blur"":0.003445,""defocus_blur"":0.010506,""glare_flare"":0.098931,""vignetting"":0.067563,""sensor_noise"":0.000939,""exposure_shift"":0.146893,""compression"":0.039922,""lens_occlusion"":0.074971}","[{""issue"":""compression"",""prob"":0.99989},{""issue"":""exposure_shift"",""prob"":0.719504}]"
S03_overexposure_s2,S03,video_013,dev,corrupted,overexposure,2,s2,0.18,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/overexposure/s2/S03_overexposure_s2.mp4,"{""severity"":0.18,""delta_ev"":0.36,""scale"":1.2834258975629043}",0.851932,0.584867,compression,0.999961,"{""haze_fog"":0.140598,""rain"":3e-06,""snow"":0.123424,""low_light"":0.000263,""motion_blur"":0.0,""defocus_blur"":0.005779,""glare_flare"":0.007481,""vignetting"":0.001723,""sensor_noise"":0.0,""exposure_shift"":0.831234,""compression"":0.999961,""lens_occlusion"":0.002863}","{""haze_fog"":0.085622,""rain"":0.095028,""snow"":0.033119,""low_light"":0.050729,""motion_blur"":0.004475,""defocus_blur"":0.015809,""glare_flare"":0.109918,""vignetting"":0.065409,""sensor_noise"":0.005847,""exposure_shift"":0.310179,""compression"":0.049628,""lens_occlusion"":0.068377}","[{""issue"":""compression"",""prob"":0.999961},{""issue"":""exposure_shift"",""prob"":0.831234}]"
S03_overexposure_s3,S03,video_013,dev,corrupted,overexposure,3,s3,0.35,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/overexposure/s3/S03_overexposure_s3.mp4,"{""severity"":0.35,""delta_ev"":0.7,""scale"":1.624504792712471}",0.706200,0.355132,compression,0.998474,"{""haze_fog"":0.062653,""rain"":0.0,""snow"":0.295152,""low_light"":0.002274,""motion_blur"":0.0,""defocus_blur"":0.02392,""glare_flare"":0.018217,""vignetting"":0.000212,""sensor_noise"":0.000697,""exposure_shift"":0.815444,""compression"":0.998474,""lens_occlusion"":0.003305}","{""haze_fog"":0.116765,""rain"":0.0637,""snow"":0.012774,""low_light"":0.098322,""motion_blur"":0.016257,""defocus_blur"":0.059604,""glare_flare"":0.114634,""vignetting"":0.080769,""sensor_noise"":0.031913,""exposure_shift"":0.594549,""compression"":0.087363,""lens_occlusion"":0.086013}","[{""issue"":""compression"",""prob"":0.998474},{""issue"":""exposure_shift"",""prob"":0.815444},{""issue"":""snow"",""prob"":0.295152}]"
S03_overexposure_s4,S03,video_013,dev,corrupted,overexposure,4,s4,0.55,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/overexposure/s4/S03_overexposure_s4.mp4,"{""severity"":0.55,""delta_ev"":1.1,""scale"":2.1435469250725863}",0.524770,0.340334,snow,0.997733,"{""haze_fog"":3.1e-05,""rain"":0.0,""snow"":0.997733,""low_light"":0.040855,""motion_blur"":0.0,""defocus_blur"":0.070205,""glare_flare"":0.001662,""vignetting"":2.2e-05,""sensor_noise"":0.000522,""exposure_shift"":0.625654,""compression"":0.619553,""lens_occlusion"":0.005803}","{""haze_fog"":0.059829,""rain"":0.006518,""snow"":0.00234,""low_light"":0.080977,""motion_blur"":0.021975,""defocus_blur"":0.145995,""glare_flare"":0.105757,""vignetting"":0.135259,""sensor_noise"":0.050866,""exposure_shift"":0.414966,""compression"":0.107293,""lens_occlusion"":0.119103}","[{""issue"":""snow"",""prob"":0.997733},{""issue"":""exposure_shift"",""prob"":0.625654},{""issue"":""compression"",""prob"":0.619553}]"
S03_overexposure_s5,S03,video_013,dev,corrupted,overexposure,5,s5,0.75,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/overexposure/s5/S03_overexposure_s5.mp4,"{""severity"":0.75,""delta_ev"":1.5,""scale"":2.8284271247461903}",0.326465,0.174750,snow,1.000000,"{""haze_fog"":0.0,""rain"":0.0,""snow"":1.0,""low_light"":0.085721,""motion_blur"":0.0,""defocus_blur"":0.091712,""glare_flare"":0.000202,""vignetting"":4e-06,""sensor_noise"":0.000265,""exposure_shift"":0.039401,""compression"":0.065082,""lens_occlusion"":0.009174}","{""haze_fog"":0.040044,""rain"":0.001023,""snow"":0.001215,""low_light"":0.066593,""motion_blur"":0.015812,""defocus_blur"":0.176151,""glare_flare"":0.074633,""vignetting"":0.114265,""sensor_noise"":0.05038,""exposure_shift"":0.163378,""compression"":0.082716,""lens_occlusion"":0.122032}","[{""issue"":""snow"",""prob"":1.0}]"
S03_underexposure_s1,S03,video_013,dev,corrupted,underexposure,1,s1,0.08,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/underexposure/s1/S03_underexposure_s1.mp4,"{""severity"":0.08,""delta_ev"":-0.16,""scale"":0.8950250709279725}",0.934886,0.514152,compression,0.999763,"{""haze_fog"":0.29138,""rain"":0.000176,""snow"":0.000189,""low_light"":0.000752,""motion_blur"":0.0,""defocus_blur"":0.006349,""glare_flare"":0.003613,""vignetting"":0.139355,""sensor_noise"":0.0,""exposure_shift"":0.75583,""compression"":0.999763,""lens_occlusion"":0.00828}","{""haze_fog"":0.079488,""rain"":0.105826,""snow"":0.043193,""low_light"":0.060647,""motion_blur"":0.004056,""defocus_blur"":0.012308,""glare_flare"":0.098157,""vignetting"":0.11347,""sensor_noise"":0.000835,""exposure_shift"":0.199377,""compression"":0.043852,""lens_occlusion"":0.096855}","[{""issue"":""compression"",""prob"":0.999763},{""issue"":""exposure_shift"",""prob"":0.75583},{""issue"":""haze_fog"",""prob"":0.29138}]"
S03_underexposure_s2,S03,video_013,dev,corrupted,underexposure,2,s2,0.18,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/underexposure/s2/S03_underexposure_s2.mp4,"{""severity"":0.18,""delta_ev"":-0.36,""scale"":0.7791645796604999}",0.851932,0.452878,compression,0.999854,"{""haze_fog"":0.298982,""rain"":0.000397,""snow"":0.000202,""low_light"":0.01074,""motion_blur"":0.0,""defocus_blur"":0.007518,""glare_flare"":0.000748,""vignetting"":0.104103,""sensor_noise"":0.0,""exposure_shift"":0.943002,""compression"":0.999854,""lens_occlusion"":0.011374}","{""haze_fog"":0.074663,""rain"":0.113685,""snow"":0.043395,""low_light"":0.067531,""motion_blur"":0.003283,""defocus_blur"":0.014342,""glare_flare"":0.077308,""vignetting"":0.142551,""sensor_noise"":0.001153,""exposure_shift"":0.311008,""compression"":0.045158,""lens_occlusion"":0.096429}","[{""issue"":""compression"",""prob"":0.999854},{""issue"":""exposure_shift"",""prob"":0.943002},{""issue"":""haze_fog"",""prob"":0.298982}]"
S03_underexposure_s3,S03,video_013,dev,corrupted,underexposure,3,s3,0.35,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/underexposure/s3/S03_underexposure_s3.mp4,"{""severity"":0.35,""delta_ev"":-0.7,""scale"":0.6155722066724582}",0.706200,0.278290,compression,0.999857,"{""haze_fog"":0.33119,""rain"":0.000371,""snow"":7.8e-05,""low_light"":0.006224,""motion_blur"":0.0,""defocus_blur"":0.00963,""glare_flare"":7.4e-05,""vignetting"":0.090969,""sensor_noise"":0.0,""exposure_shift"":0.999493,""compression"":0.999857,""lens_occlusion"":0.035748}","{""haze_fog"":0.067104,""rain"":0.142236,""snow"":0.041364,""low_light"":0.051409,""motion_blur"":0.003367,""defocus_blur"":0.019366,""glare_flare"":0.057837,""vignetting"":0.274925,""sensor_noise"":0.001754,""exposure_shift"":0.563933,""compression"":0.04753,""lens_occlusion"":0.089069}","[{""issue"":""compression"",""prob"":0.999857},{""issue"":""exposure_shift"",""prob"":0.999493},{""issue"":""haze_fog"",""prob"":0.33119}]"
S03_underexposure_s4,S03,video_013,dev,corrupted,underexposure,4,s4,0.55,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/underexposure/s4/S03_underexposure_s4.mp4,"{""severity"":0.55,""delta_ev"":-1.1,""scale"":0.4665164957684037}",0.524770,0.129623,exposure_shift,0.999994,"{""haze_fog"":0.345495,""rain"":0.000736,""snow"":3.4e-05,""low_light"":0.000622,""motion_blur"":0.0,""defocus_blur"":0.012533,""glare_flare"":2.7e-05,""vignetting"":0.048538,""sensor_noise"":0.0,""exposure_shift"":0.999994,""compression"":0.999856,""lens_occlusion"":0.012512}","{""haze_fog"":0.056691,""rain"":0.16577,""snow"":0.03264,""low_light"":0.032155,""motion_blur"":0.00444,""defocus_blur"":0.026203,""glare_flare"":0.044093,""vignetting"":0.546948,""sensor_noise"":0.00269,""exposure_shift"":0.768727,""compression"":0.048525,""lens_occlusion"":0.075048}","[{""issue"":""exposure_shift"",""prob"":0.999994},{""issue"":""compression"",""prob"":0.999856},{""issue"":""haze_fog"",""prob"":0.345495}]"
S03_underexposure_s5,S03,video_013,dev,corrupted,underexposure,5,s5,0.75,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/underexposure/s5/S03_underexposure_s5.mp4,"{""severity"":0.75,""delta_ev"":-1.5,""scale"":0.3535533905932738}",0.326465,0.054368,exposure_shift,1.000000,"{""haze_fog"":0.287812,""rain"":0.001501,""snow"":2.3e-05,""low_light"":0.000347,""motion_blur"":0.0,""defocus_blur"":0.015988,""glare_flare"":1.7e-05,""vignetting"":0.025322,""sensor_noise"":0.0,""exposure_shift"":1.0,""compression"":0.999708,""lens_occlusion"":0.007172}","{""haze_fog"":0.051715,""rain"":0.184212,""snow"":0.030787,""low_light"":0.02949,""motion_blur"":0.007217,""defocus_blur"":0.033672,""glare_flare"":0.040053,""vignetting"":0.731676,""sensor_noise"":0.00366,""exposure_shift"":0.866341,""compression"":0.055545,""lens_occlusion"":0.073711}","[{""issue"":""exposure_shift"",""prob"":1.0},{""issue"":""compression"",""prob"":0.999708},{""issue"":""haze_fog"",""prob"":0.287812}]"
S03_jpeg_compression_s1,S03,video_013,dev,corrupted,jpeg_compression,1,s1,0.08,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s1/S03_jpeg_compression_s1.mp4,"{""severity"":0.08,""quality"":91,""encode_ok"":true}",0.947560,0.533970,compression,0.999781,"{""haze_fog"":0.269808,""rain"":2.3e-05,""snow"":0.000156,""low_light"":3.7e-05,""motion_blur"":0.0,""defocus_blur"":0.005629,""glare_flare"":0.014913,""vignetting"":0.121984,""sensor_noise"":0.0,""exposure_shift"":0.712635,""compression"":0.999781,""lens_occlusion"":0.005311}","{""haze_fog"":0.077289,""rain"":0.094715,""snow"":0.04231,""low_light"":0.05087,""motion_blur"":0.004297,""defocus_blur"":0.011067,""glare_flare"":0.119881,""vignetting"":0.102535,""sensor_noise"":0.000756,""exposure_shift"":0.130988,""compression"":0.041871,""lens_occlusion"":0.094546}","[{""issue"":""compression"",""prob"":0.999781},{""issue"":""exposure_shift"",""prob"":0.712635},{""issue"":""haze_fog"",""prob"":0.269808}]"
S03_jpeg_compression_s2,S03,video_013,dev,corrupted,jpeg_compression,2,s2,0.18,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s2/S03_jpeg_compression_s2.mp4,"{""severity"":0.18,""quality"":80,""encode_ok"":true}",0.879678,0.514326,compression,0.999862,"{""haze_fog"":0.283279,""rain"":1.5e-05,""snow"":0.000223,""low_light"":9.1e-05,""motion_blur"":0.0,""defocus_blur"":0.006003,""glare_flare"":0.022344,""vignetting"":0.130708,""sensor_noise"":0.0,""exposure_shift"":0.672319,""compression"":0.999862,""lens_occlusion"":0.006521}","{""haze_fog"":0.080932,""rain"":0.0937,""snow"":0.040884,""low_light"":0.063031,""motion_blur"":0.004647,""defocus_blur"":0.011543,""glare_flare"":0.120807,""vignetting"":0.096027,""sensor_noise"":0.000894,""exposure_shift"":0.124435,""compression"":0.042651,""lens_occlusion"":0.095901}","[{""issue"":""compression"",""prob"":0.999862},{""issue"":""exposure_shift"",""prob"":0.672319},{""issue"":""haze_fog"",""prob"":0.283279}]"
S03_jpeg_compression_s3,S03,video_013,dev,corrupted,jpeg_compression,3,s3,0.35,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s3/S03_jpeg_compression_s3.mp4,"{""severity"":0.35,""quality"":65,""encode_ok"":true}",0.757080,0.499329,compression,0.999960,"{""haze_fog"":0.294213,""rain"":9e-06,""snow"":6.1e-05,""low_light"":0.000337,""motion_blur"":0.0,""defocus_blur"":0.006153,""glare_flare"":0.009802,""vignetting"":0.208656,""sensor_noise"":0.0,""exposure_shift"":0.592905,""compression"":0.99996,""lens_occlusion"":0.014122}","{""haze_fog"":0.088259,""rain"":0.091186,""snow"":0.035543,""low_light"":0.088703,""motion_blur"":0.005352,""defocus_blur"":0.011835,""glare_flare"":0.117916,""vignetting"":0.089397,""sensor_noise"":0.001222,""exposure_shift"":0.113717,""compression"":0.043152,""lens_occlusion"":0.099738}","[{""issue"":""compression"",""prob"":0.99996},{""issue"":""exposure_shift"",""prob"":0.592905},{""issue"":""haze_fog"",""prob"":0.294213}]"
S03_jpeg_compression_s4,S03,video_013,dev,corrupted,jpeg_compression,4,s4,0.55,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s4/S03_jpeg_compression_s4.mp4,"{""severity"":0.55,""quality"":46,""encode_ok"":true}",0.597001,0.479554,compression,0.999989,"{""haze_fog"":0.292802,""rain"":7e-06,""snow"":1.9e-05,""low_light"":0.000927,""motion_blur"":0.0,""defocus_blur"":0.007299,""glare_flare"":0.028706,""vignetting"":0.313279,""sensor_noise"":0.0,""exposure_shift"":0.521324,""compression"":0.999989,""lens_occlusion"":0.008548}","{""haze_fog"":0.09868,""rain"":0.097821,""snow"":0.03182,""low_light"":0.117816,""motion_blur"":0.006846,""defocus_blur"":0.013723,""glare_flare"":0.123482,""vignetting"":0.092533,""sensor_noise"":0.001655,""exposure_shift"":0.115434,""compression"":0.055553,""lens_occlusion"":0.100425}","[{""issue"":""compression"",""prob"":0.999989},{""issue"":""exposure_shift"",""prob"":0.521324},{""issue"":""vignetting"",""prob"":0.313279},{""issue"":""haze_fog"",""prob"":0.292802}]"
S03_jpeg_compression_s5,S03,video_013,dev,corrupted,jpeg_compression,5,s5,0.75,0,-1.0,sunny,day,urban,moderate,30,1280x720,128,corrupted/jpeg_compression/s5/S03_jpeg_compression_s5.mp4,"{""severity"":0.75,""quality"":32,""encode_ok"":true}",0.408384,0.448957,compression,0.999995,"{""haze_fog"":0.30486,""rain"":1.2e-05,""snow"":0.000129,""low_light"":0.02046,""motion_blur"":0.0,""defocus_blur"":0.008782,""glare_flare"":0.012115,""vignetting"":0.446942,""sensor_noise"":0.0,""exposure_shift"":0.425638,""compression"":0.999995,""lens_occlusion"":0.012529}","{""haze_fog"":0.115284,""rain"":0.105915,""snow"":0.038091,""low_light"":0.161526,""motion_blur"":0.009,""defocus_blur"":0.016709,""glare_flare"":0.115809,""vignetting"":0.09613,""sensor_noise"":0.003008,""exposure_shift"":0.115773,""compression"":0.075863,""lens_occlusion"":0.10496}","[{""issue"":""compression"",""prob"":0.999995},{""issue"":""vignetting"",""prob"":0.446942},{""issue"":""exposure_shift"",""prob"":0.425638},{""issue"":""haze_fog"",""prob"":0.30486}]"
S04_clean,S04,video_016,dev,clean,clean,0,s0,0.0,1,1.0,cloudy,day,rural,moderate,30,1280x720,128,clean_clips/S04_clean.mp4,{},1.000000,0.495660,compression,0.999989,"{""haze_fog"":0.282334,""rain"":0.000971,""snow"":0.000142,""low_light"":1.2e-05,""motion_blur"":0.0,""defocus_blur"":0.003561,""glare_flare"":0.25365,""vignetting"":0.039136,""sensor_noise"":0.0,""exposure_shift"":0.159616,""compression"":0.999989,""lens_occlusion"":0.012397}","{""haze_fog"":0.09408,""rain"":0.159427,""snow"":0.05768,""low_light"":0.045321,""motion_blur"":0.003817,""defocus_blur"":0.009752,""glare_flare"":0.288254,""vignetting"":0.079601,""sensor_noise"":0.001281,""exposure_shift"":0.077953,""compression"":0.022221,""lens_occlusion"":0.113533}","[{""issue"":""compression"",""prob"":0.999989},{""issue"":""haze_fog"",""prob"":0.282334},{""issue"":""glare_flare"",""prob"":0.25365}]"
S04_fog_s1,S04,video_016,dev,corrupted,fog,1,s1,0.08,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/fog/s1/S04_fog_s1.mp4,"{""mask_mean"":0.25745508074760437,""severity"":0.08,""k"":0.896,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.46500974893569946,0.48948392271995544,0.5139581561088562],""depth_min"":0.0,""depth_max"":1.0}",0.911980,0.036064,compression,0.999921,"{""haze_fog"":0.467766,""rain"":0.00458,""snow"":0.0562,""low_light"":3e-06,""motion_blur"":0.40492,""defocus_blur"":0.019726,""glare_flare"":0.008684,""vignetting"":0.00044,""sensor_noise"":0.001311,""exposure_shift"":0.734071,""compression"":0.999921,""lens_occlusion"":0.010733}","{""haze_fog"":0.178882,""rain"":0.474241,""snow"":0.306501,""low_light"":0.067369,""motion_blur"":0.156688,""defocus_blur"":0.138508,""glare_flare"":0.264975,""vignetting"":0.048771,""sensor_noise"":0.04805,""exposure_shift"":0.374454,""compression"":0.637762,""lens_occlusion"":0.134313}","[{""issue"":""compression"",""prob"":0.999921},{""issue"":""exposure_shift"",""prob"":0.734071},{""issue"":""haze_fog"",""prob"":0.467766},{""issue"":""motion_blur"",""prob"":0.40492}]"
S04_fog_s2,S04,video_016,dev,corrupted,fog,2,s2,0.18,0,-1.0,cloudy,day,rural,moderate,30,1280x720,128,corrupted/fog/s2/S04_fog_s2.mp4,"{""mask_mean"":0.28433114290237427,""severity"":0.18,""k"":1.016,""gamma"":0.7,""depth_shift"":0.3,""distance_exp"":1.5,""t_min"":0.25,""contrast_scale"":0.95,""darken_factor"":0.88,""blur_kernel"":5,""A"":[0.42221176624298096,0.44443345069885254,0.46665510535240173],""depth_min"":0.0,""depth_max"":1.0}",0.803090,0.031855,compression,0.999913,"{""haze_fog"":0.559218,""rain"":0.017445,""snow"":0.042463,""low_light"":2e-06,""motion_blur"":0.373677,""defocus_blur"":0.0211,""glare_flare"":0.00962,""vignetting"":0.000136,""sensor_noise"":0.000904,""exposure_shift"":0.754536,""compression"":0.999913,""lens_occlusion"":0.00916}","{""haze_fog"":0.190248,""rain"":0.489444,""snow"":0.31136,""low_light"":0.070519,""motion_blur"":0.14977,""defocus_blur"":0.146487,""glare_flare"":0.269026,""vignetting"":0.04733,""sensor_noise"":0.045614,""exposure_shift"":0.41693,""compression"":0.652797,""lens_occlusion"":0.128194}","[{""issue"":""compression"",""prob"":0.999913},{""issue"":""exposure_shift"",""prob"":0.754536},{""issue"":""haze_fog"",""prob"":0.559218},{""issue"":""motion_blur"",""prob"":0.373677}]"
